0>0:0,1:93.5707,2:103.364,3:99.7783,4:95.4753,5:89.5352,6:103.153,7:95.0505,8:169.004,9:91.4204,10:101.407,11:92.6921,12:98.5736,13:99.5421,14:100.068,15:106.462,16:101.778,17:104.19,18:94.1251,19:100.912,20:109.966,21:88.919,22:99.3067,23:90.9637,24:98.2124,25:94.4451,26:108.566,27:106.413,28:92.3953,29:96.1539,30:166.669,31:98.5616,32:88.4844,33:102.414,34:106.579,35:93.4063,36:104.139,37:110.995,38:177.284,39:103.831,40:87.734,41:103.484,42:97.3753,43:106.804,44:104.336,45:101.411,46:105.726,47:99.2213,48:154.062,49:94.2915,50:94.2019,51:97.5352,52:94.8845,53:100.881,54:97.6535,55:105.485,56:96.7125,57:107.47,58:91.1025,59:100.305,60:108.394,61:94.1948,62:99.6855,63:99.4726,64:90.9958,65:96.3823,66:104.09,67:102.709,68:89.8272,69:105.223,70:88.0765,71:97.4732,72:173.029,73:96.625,74:96.3285,75:95.9567,76:98.6425,77:155.074,78:102.812,79:85.3409,80:103.465,81:95.3942,82:108.702,83:104.197,84:96.5499,85:103.021,86:94.8466,87:99.4767,88:87.3228,89:99.1379,90:98.2695,91:95.3864,92:101.982,93:91.9874,94:106.945,95:104.119,96:103.524,97:170.311,98:85.8977,99:98.7473
42>0:190.328,1:85.2187,2:83.2999,3:103.195,4:63.0864,5:202.092,6:91.7422,7:95.4007,8:147.646,9:130.256,10:154.835,11:99.1693,12:97.2094,13:160.267,14:97.298,15:92.3103,16:94.0646,17:103.576,18:207.659,19:87.1734,20:94.9173,21:208.493,22:111.479,23:209.754,24:94.0059,25:207.099,26:106.559,27:140.947,28:148.251,29:208.757,30:80.0407,31:210.902,32:207.375,33:92.8542,34:89.3547,35:81.6438,36:165.764,37:101.113,38:89.6781,39:96.7698,40:193.291,41:96.1431,42:0,43:104.967,44:184.963,45:164.849,46:99.2152,47:90.4748,48:132.082,49:163.773,50:87.8334,51:103.7,52:164.647,53:93.9423,54:148.102,55:94.5293,56:93.3391,57:93.4086,58:150.573,59:105.24,60:97.5272,61:206.249,62:155.045,63:99.4273,64:212.813,65:143.933,66:100.783,67:99.8915,68:247.434,69:179.871,70:202.006,71:127.49,72:81.1434,73:109.399,74:144.549,75:96.7634,76:90.9774,77:153.093,78:98.5505,79:184.392,80:81.4417,81:86.0059,82:95.1289,83:137.973,84:69.8375,85:100.893,86:83.0306,87:93.4824,88:120.225,89:218.043,90:99.0647,91:146.516,92:101.321,93:139.114,94:104.819,95:208.793,96:89.5001,97:145.605,98:204.203,99:152.342
43>0:199.602,1:180.435,2:238.092,3:151.935,4:199.434,5:289.969,6:92.2948,7:243.379,8:326.496,9:301.235,10:243.977,11:135.678,12:142.969,13:274.997,14:267.942,15:203.539,16:184.144,17:71.9852,18:347.243,19:193.468,20:142.664,21:287.905,22:168.419,23:335.946,24:167.335,25:349.503,26:141.864,27:259.708,28:332.255,29:367.332,30:185.431,31:335.488,32:256.451,33:177.058,34:134.226,35:142.615,36:369.573,37:132.609,38:251.842,39:145.748,40:322.53,41:189.306,42:209.327,43:0,44:272.933,45:268.939,46:201.535,47:118.28,48:261.607,49:335.728,50:177.879,51:147.517,52:345.629,53:194.106,54:352.78,55:126.32,56:87.8931,57:148.547,58:240.443,59:94.2839,60:98.9445,61:338.547,62:338.412,63:186.486,64:292.868,65:246.149,66:75.5759,67:141.622,68:360.056,69:305.011,70:286.929,71:302.794,72:298.665,73:74.1543,74:249.01,75:282.885,76:236.458,77:252.782,78:197.591,79:165.89,80:194.406,81:275.469,82:88.8841,83:322.274,84:207.755,85:89.8176,86:250.057,87:176.364,88:236.748,89:294.008,90:141.271,91:244.039,92:83.5624,93:367.705,94:83.2463,95:290.4,96:190.136,97:328.045,98:375.897,99:210.609
44>0:207.824,1:197.875,2:151.196,3:165.994,4:190.754,5:215.202,6:211.202,7:210.349,8:159.669,9:154.612,10:135.608,11:223.922,12:204.764,13:91.8677,14:192.526,15:195.539,16:186.782,17:235.101,18:196.331,19:185.327,20:211.123,21:191.843,22:184.918,23:189.224,24:230.741,25:174,26:184.218,27:225.586,28:226.855,29:147.894,30:180.596,31:145.327,32:226.344,33:235.086,34:217.337,35:200.215,36:96.8167,37:224.454,38:186.284,39:207.529,40:189.833,41:206.442,42:190.86,43:243.751,44:0,45:126.76,46:161.463,47:207.304,48:97.0319,49:161.429,50:204.591,51:189.168,52:87.2686,53:216.533,54:148.013,55:185.459,56:235.903,57:156.824,58:224.285,59:205.91,60:202.442,61:296.796,62:85.1138,63:155.416,64:199.526,65:192.136,66:202.944,67:197.4,68:195.324,69:173.597,70:188.58,71:149.072,72:184.8,73:209.389,74:228.622,75:186.088,76:211.894,77:123.023,78:159.384,79:161.312,80:185.664,81:181.931,82:162.488,83:119.797,84:201.427,85:185.725,86:185.325,87:208.912,88:177.904,89:239.738,90:178.4,91:195.799,92:220.806,93:112.888,94:198.429,95:290.68,96:178.708,97:160.643,98:241.807,99:63.3789
45>0:158.665,1:166.126,2:174.026,3:258.359,4:236.57,5:202.209,6:176.014,7:202.071,8:167.151,9:91.7032,10:61.849,11:195.683,12:172.599,13:89.5767,14:162.143,15:182.222,16:223.043,17:212.046,18:82.8608,19:174.699,20:231.304,21:228.186,22:156.191,23:78.5634,24:199.359,25:83.3458,26:174.925,27:222.401,28:155.954,29:96.7411,30:161.432,31:93.1685,32:196.393,33:194.948,34:206.586,35:183.824,36:78.2316,37:215.012,38:163.11,39:244.383,40:181.723,41:223.626,42:232.821,43:210.207,44:93.294,45:0,46:235.251,47:171.531,48:92.5735,49:82.3117,50:172.137,51:233.606,52:89.6412,53:203.139,54:91.4904,55:177.456,56:203.418,57:224.373,58:148.104,59:174.275,60:178.795,61:158.165,62:88.4959,63:230.19,64:238.124,65:166.573,66:178.623,67:210.962,68:87.5777,69:88.2044,70:171.544,71:106.507,72:169.375,73:191.888,74:219.229,75:175.54,76:220.289,77:94.1357,78:223.306,79:96.0303,80:166.997,81:236.184,82:239.799,83:86.6383,84:227.429,85:215.941,86:232.378,87:263.313,88:163.346,89:151.207,90:296.602,91:166.716,92:218.866,93:93.9006,94:188.22,95:156.354,96:173.246,97:164.432,98:136.894,99:89.3257
46>0:258.633,1:149.506,2:156.529,3:75.0607,4:126.007,5:302.545,6:89.1033,7:220.838,8:197.129,9:221.333,10:195.838,11:225.652,12:82.1975,13:181.701,14:87.5617,15:72.0486,16:92.6121,17:184.661,18:282.361,19:168.906,20:233.197,21:304.537,22:123.427,23:232.613,24:221.397,25:238.92,26:80.8327,27:187.139,28:186.416,29:239.64,30:185.158,31:231.235,32:320.468,33:215.225,34:239.672,35:129.242,36:247.432,37:195.018,38:149.809,39:271.727,40:282.258,41:167.824,42:127.473,43:169.121,44:226.232,45:197.311,46:0,47:95.2909,48:178.208,49:229.231,50:120.059,51:208.879,52:246.077,53:163.312,54:188.095,55:84.3053,56:225.555,57:74.968,58:160.36,59:99.6067,60:94.8506,61:317.143,62:239.289,63:63.9064,64:303.074,65:189.724,66:106.247,67:271.882,68:230.952,69:177.926,70:305.92,71:220.155,72:146.679,73:91.9874,74:185.824,75:98.8919,76:172.545,77:237.505,78:75.4918,79:179.919,80:129.273,81:147.864,82:76.3555,83:172.478,84:132.547,85:175.982,86:191.041,87:237.042,88:147.228,89:283.232,90:181.841,91:200.878,92:228.725,93:178.797,94:86.3075,95:293.048,96:112.831,97:194.187,98:285.841,99:212.95
47>0:98.9958,1:182.3,2:250.257,3:89.4841,4:134.637,5:247.115,6:60.2158,7:114.346,8:234.99,9:168.431,10:241.11,11:95.0276,12:89.4751,13:231.801,14:95.8829,15:97.9459,16:87.2733,17:90.2654,18:274.405,19:143.199,20:86.892,21:212.348,22:156.545,23:285.01,24:77.2748,25:232.695,26:92.846,27:189.931,28:216.022,29:249.804,30:121.244,31:254.285,32:231.318,33:83.6211,34:85.3511,35:115.439,36:262.352,37:91.4779,38:110.285,39:84.8548,40:275.03,41:87.6298,42:130.995,43:92.242,44:275.231,45:314.964,46:89.5518,47:0,48:233.051,49:245.709,50:146.405,51:96.0957,52:300.158,53:87.7112,54:202.698,55:90.2013,56:86.4438,57:88.6356,58:181.118,59:62.5352,60:70.7943,61:279,62:240.124,63:92.972,64:213.274,65:177.558,66:90.0587,67:89.3483,68:253.278,69:242.861,70:193.257,71:169.836,72:249.829,73:91.0284,74:192.178,75:90.5686,76:93.3986,77:222.844,78:97.4228,79:243.705,80:134.937,81:245.986,82:95.3307,83:178.814,84:117.869,85:99.3665,86:252.368,87:81.8997,88:156.551,89:127.532,90:92.1391,91:182.81,92:97.1724,93:226.674,94:90.1689,95:268.887,96:98.8231,97:231.451,98:277.803,99:224.484
48>0:148.431,1:150.735,2:98.4886,3:96.1158,4:88.0096,5:154.203,6:95.1744,7:149.212,8:89.861,9:140.883,10:92.1038,11:164.335,12:103.841,13:98.7853,14:93.8757,15:98.3891,16:101.127,17:157.32,18:89.0246,19:94.6215,20:168.666,21:159.61,22:78.741,23:98.6904,24:159.414,25:156.762,26:104.368,27:149.452,28:155.22,29:98.4056,30:86.8233,31:96.9401,32:155.015,33:159.589,34:164.489,35:156.666,36:86.5234,37:161.071,38:89.8354,39:168.056,40:156.83,41:163.623,42:88.4227,43:103.744,44:92.9335,45:93.7868,46:96.2804,47:106.375,48:0,49:99.8804,50:94.0872,51:165.959,52:91.8581,53:154.241,54:79.1316,55:107.667,56:163.201,57:98.9631,58:152.073,59:92.7861,60:93.6525,61:158.95,62:95.3128,63:89.8335,64:152.463,65:144.44,66:112.749,67:163.162,68:156.562,69:90.0448,70:152.583,71:143.294,72:90.0671,73:102.893,74:157.31,75:98.465,76:157.935,77:70.188,78:98.9036,79:146.878,80:90.9813,81:94.3134,82:94.3881,83:152.752,84:90.928,85:160.398,86:96.2141,87:154.151,88:72.2061,89:156.881,90:157.025,91:152.926,92:170.756,93:154.59,94:106.977,95:153.212,96:97.3022,97:80.3437,98:159.453,99:94.2781
49>0:218.939,1:241.349,2:225.972,3:219.976,4:215.075,5:172.721,6:236.265,7:228.336,8:219.736,9:204.395,10:84.7337,11:258.876,12:236.81,13:152.442,14:226.446,15:232.21,16:227.052,17:289.314,18:155.17,19:232.527,20:194.853,21:280.882,22:160.494,23:145.176,24:266.607,25:144.318,26:228.28,27:223.742,28:216.358,29:150.064,30:228.08,31:151.413,32:229.62,33:254.625,34:281.362,35:223.894,36:82.3142,37:271.49,38:223.974,39:233.177,40:132.122,41:287.612,42:221.755,43:295.048,44:164.306,45:91.1096,46:254.784,47:224.365,48:162.989,49:0,50:235.234,51:201.267,52:88.8156,53:253.189,54:150.572,55:226.501,56:252.715,57:229.7,58:230.549,59:226.193,60:222.17,61:216.587,62:77.1159,63:224.647,64:277.924,65:222.298,66:229.606,67:230.883,68:135.525,69:157.149,70:261.977,71:203.229,72:163.797,73:227.444,74:223.635,75:230.565,76:286.384,77:159.742,78:226.717,79:126.772,80:226.439,81:251.613,82:232.287,83:152.63,84:218.56,85:221.892,86:254.584,87:231.414,88:154.92,89:255.261,90:253.79,91:237.344,92:255.683,93:152.054,94:230.309,95:218.023,96:233.346,97:224.315,98:197,99:161.268
50>0:159.179,1:146.006,2:215.141,3:87.1007,4:126.084,5:246.29,6:142.91,7:187.69,8:202.471,9:180.288,10:203.928,11:148.689,12:138.197,13:189.932,14:84.8083,15:151.649,16:77.8455,17:151.5,18:249.135,19:124.275,20:155.843,21:280.469,22:146.742,23:280.565,24:141.581,25:240.505,26:95.4071,27:193.515,28:180.208,29:212.555,30:119.558,31:214.359,32:273.489,33:149.857,34:152.531,35:86.2499,36:205.365,37:146.226,38:215.548,39:149.128,40:254.183,41:157.572,42:134.361,43:158.363,44:259.44,45:194.06,46:87.1018,47:145.989,48:188.483,49:198.313,50:0,51:90.6135,52:200.794,53:152.007,54:172.283,55:93.3833,56:139.5,57:93.582,58:200.217,59:143.472,60:141.889,61:315.058,62:196.648,63:89.4434,64:274.975,65:148.586,66:156.745,67:157.992,68:255.033,69:189.033,70:252.835,71:193.667,72:201.557,73:153.163,74:188.113,75:90.7986,76:156.257,77:185.668,78:95.2264,79:206.418,80:114.293,81:205.75,82:98.3219,83:136.904,84:131.243,85:94.4568,86:213.939,87:156.572,88:148.703,89:217.894,90:150.011,91:146.486,92:154.406,93:171.519,94:148.07,95:262.649,96:149.485,97:206.366,98:250.706,99:204.755
51>0:224.633,1:186.858,2:228.074,3:286.575,4:216.543,5:206.237,6:93.4479,7:125.804,8:248.624,9:178.043,10:194.697,11:79.4218,12:266.109,13:252.879,14:234.346,15:221.258,16:217.726,17:86.4225,18:267.621,19:262.791,20:70.0306,21:202.384,22:177.353,23:236.136,24:200.546,25:246.275,26:205.237,27:207.131,28:195.577,29:220.824,30:239.803,31:223.545,32:240.862,33:141.902,34:136.349,35:151.578,36:235.611,37:166.989,38:235.881,39:112.875,40:181.782,41:113.783,42:213.49,43:148.94,44:239.359,45:231.451,46:202.252,47:90.7344,48:245.502,49:250.859,50:210.786,51:0,52:237.371,53:120.191,54:277.401,55:253.735,56:130.88,57:287.501,58:245.39,59:94.9382,60:91.1492,61:262.159,62:258.446,63:229.035,64:203.556,65:190.035,66:154.174,67:152.943,68:245.216,69:240.547,70:166.331,71:189.171,72:319.027,73:149.383,74:213.425,75:204.237,76:171.116,77:240.226,78:187.685,79:220.667,80:237.035,81:272.928,82:279.929,83:245.436,84:177.779,85:54.2161,86:271.775,87:87.7642,88:176.73,89:216.129,90:76.3022,91:193.975,92:74.1815,93:271.338,94:145.739,95:292.15,96:221.932,97:251.411,98:335.75,99:229.298
52>0:96.7516,1:168.53,2:165.103,3:194.551,4:162.217,5:89.9865,6:168.171,7:204.252,8:160.352,9:128.622,10:88.6773,11:211.736,12:172.825,13:90.8389,14:167.514,15:172.86,16:168.992,17:204.614,18:92.2673,19:167.602,20:209.968,21:87.3427,22:87.5737,23:87.1343,24:171.811,25:90.5477,26:171.611,27:155.554,28:150.748,29:92.0058,30:160.962,31:95.4228,32:91.5644,33:173.382,34:205.62,35:160.6,36:57.4292,37:202.541,38:161.098,39:174.694,40:89.9254,41:174.314,42:203.196,43:166.663,44:92.7622,45:87.0087,46:201.928,47:171.65,48:90.9757,49:90.5679,50:173.308,51:212.936,52:0,53:203.778,54:88.1262,55:177.482,56:173.593,57:202.309,58:164.029,59:167.98,60:169.52,61:104.17,62:91.9421,63:164.268,64:96.1737,65:167.402,66:175.585,67:101.938,68:83.751,69:91.3062,70:93.2446,71:128.77,72:154.007,73:172.377,74:166.14,75:165.068,76:168.235,77:82.052,78:170.183,79:143.885,80:153.816,81:164.526,82:208.085,83:89.3755,84:169.437,85:209.895,86:194.123,87:177.421,88:99.4264,89:100.945,90:210.386,91:160.221,92:208.848,93:87.185,94:173.476,95:95.5837,96:167.39,97:153.927,98:86.2092,99:101.291
53>0:181.24,1:234.731,2:300.249,3:193.661,4:226.54,5:151.725,6:113.034,7:88.9797,8:277.359,9:177.83,10:274.47,11:95.6274,12:195.467,13:251.857,14:195.565,15:239.779,16:203.242,17:82.1301,18:218.38,19:297.625,20:85.7254,21:173.601,22:180.428,23:192.64,24:140.432,25:277.869,26:204.002,27:213.38,28:202.944,29:207.491,30:299.969,31:200.615,32:216.834,33:138.256,34:77.6239,35:133.023,36:257.712,37:76.5186,38:300.743,39:75.4043,40:167.592,41:146.903,42:239.329,43:143.399,44:233.139,45:204.213,46:189.108,47:120.229,48:235.452,49:255.232,50:196.987,51:78.7544,52:236.772,53:0,54:224.67,55:204.19,56:78.5156,57:196.057,58:238.243,59:118.653,60:118.191,61:234.688,62:262.151,63:197.332,64:167.84,65:259.724,66:148.328,67:185.297,68:286.677,69:203.523,70:139.153,71:175.446,72:317.978,73:155.618,74:214.165,75:207.156,76:124.099,77:239.399,78:195.559,79:219.203,80:292.118,81:302.606,82:208.642,83:191.36,84:233.044,85:91.1853,86:296.496,87:83.4386,88:191.106,89:187.838,90:90.1751,91:251.356,92:92.3993,93:220.723,94:151.6,95:255.949,96:243.074,97:275.978,98:222.636,99:253.027
54>0:94.9421,1:94.6046,2:157.604,3:101.555,4:86.8342,5:148.15,6:94.1336,7:158.5,8:152.513,9:75.6584,10:93.5451,11:164.77,12:98.2114,13:96.278,14:157.633,15:154.998,16:104.526,17:162.072,18:94.3899,19:157.743,20:158.13,21:89.3869,22:80.6954,23:84.8386,24:149.502,25:95.7692,26:98.8918,27:80.9866,28:80.848,29:92.6324,30:161.617,31:96.3758,32:84.7521,33:160.223,34:155.698,35:88.9995,36:89.7327,37:165.555,38:159.15,39:157.364,40:80.2783,41:161.881,42:89.5353,43:162.492,44:91.1281,45:96.0042,46:99.7927,47:104.408,48:81.9505,49:95.6579,50:97.9943,51:152.401,52:83.6366,53:163.094,54:0,55:104.304,56:157.492,57:104.611,58:97.7106,59:95.4744,60:102.402,61:98.4187,62:92.6254,63:103.128,64:87.5382,65:93.9958,66:98.558,67:109.934,68:89.3188,69:103.602,70:79.6284,71:78.3171,72:157.403,73:103.052,74:84.6982,75:164.443,76:154.297,77:75.4272,78:102.495,79:80.3903,80:155.749,81:145.494,82:99.4647,83:70.5225,84:85.8544,85:170.551,86:160.853,87:154.893,88:81.1422,89:96.3433,90:156.01,91:95.9429,92:165.466,93:58.7145,94:103.873,95:95.9569,96:161.267,97:155.388,98:86.507,99:91.9067
55>0:192.465,1:207.528,2:282.954,3:121.217,4:282.345,5:307.6,6:157.966,7:188.841,8:380.539,9:218.456,10:370.091,11:171.251,12:72.5943,13:342.767,14:183.726,15:218.065,16:196.421,17:176.395,18:315.119,19:267.043,20:221.455,21:225.711,22:272.285,23:349.475,24:187.238,25:280.743,26:66.7403,27:292.362,28:229.6,29:266.817,30:281.148,31:275.529,32:279.153,33:191.823,34:188.638,35:166.304,36:335.279,37:206.008,38:296.606,39:208.881,40:312.874,41:198.743,42:264.38,43:124.799,44:374.896,45:355.94,46:155.438,47:151.187,48:352.285,49:367.536,50:123.081,51:224.144,52:338.398,53:197.006,54:309.933,55:0,56:204.198,57:124.394,58:256.576,59:160.933,60:162.492,61:317.352,62:378.363,63:204.68,64:232.046,65:208.328,66:139.918,67:220.317,68:315.685,69:375.555,70:310.402,71:218.709,72:250.756,73:132.828,74:293.696,75:184.466,76:202.411,77:302.259,78:134.355,79:188.495,80:312.228,81:289.239,82:80.1922,83:284.559,84:228.402,85:218.795,86:293.331,87:193.861,88:275.219,89:197.115,90:221.693,91:204.201,92:171.798,93:214.687,94:139.599,95:297.235,96:191.882,97:380.531,98:322.787,99:328.681
56>0:99.0093,1:201.645,2:250.587,3:167.876,4:188.377,5:228.939,6:79.145,7:130.739,8:234.001,9:219.849,10:212.591,11:89.7234,12:150.327,13:237.104,14:168.017,15:163.655,16:158.59,17:93.6901,18:255.418,19:202.727,20:83.6294,21:200.348,22:222.776,23:252.772,24:84.4904,25:246.919,26:91.7066,27:269.769,28:219.743,29:273.569,30:238.754,31:247.321,32:227.453,33:72.3561,34:75.9611,35:123.363,36:257.788,37:60.0907,38:239.651,39:79.8573,40:238.225,41:90.2719,42:185.358,43:95.6385,44:268.056,45:259.875,46:163.655,47:85.0186,48:316.724,49:249.572,50:150.608,51:92.1932,52:285.666,53:81.6473,54:255.674,55:156.033,56:0,57:158.577,58:215.015,59:88.3837,60:86.2964,61:251.532,62:257.471,63:164.242,64:205.318,65:223.268,66:81.5235,67:93.4939,68:245.366,69:226.637,70:201.853,71:218.212,72:297.759,73:94.4334,74:272.984,75:167,76:90.8055,77:296.46,78:163.795,79:136.149,80:247.704,81:248.562,82:161.071,83:201.772,84:183.599,85:85.4355,86:246.768,87:88.9532,88:185.52,89:154.686,90:90.2069,91:222.993,92:93.741,93:251.825,94:89.1658,95:291.87,96:162.103,97:238.421,98:284.647,99:290.988
57>0:161.062,1:152.029,2:202.6,3:59.5958,4:98.9572,5:285.164,6:152.135,7:271.602,8:258.956,9:191.065,10:238.165,11:155.151,12:76.513,13:187.599,14:184.104,15:139.777,16:84.1127,17:171.762,18:263.03,19:216.092,20:166.226,21:371.027,22:160.761,23:264.993,24:221.01,25:288.622,26:91.2871,27:237.373,28:253.894,29:308.138,30:161.753,31:292.822,32:271.657,33:159.937,34:185.717,35:117.522,36:299.775,37:176.126,38:153.792,39:164.073,40:289.012,41:184.269,42:180.341,43:87.7427,44:261.723,45:219.095,46:74.8342,47:154.189,48:217.368,49:246.933,50:92.723,51:192.147,52:291.616,53:176.491,54:210.731,55:82.0152,56:139.322,57:0,58:164.014,59:157.722,60:155.081,61:269.169,62:188.105,63:133.005,64:360.892,65:160.622,66:88.8901,67:185.513,68:259.535,69:183.453,70:251.88,71:199.886,72:174.956,73:84.5802,74:230.455,75:124.506,76:184.346,77:284.736,78:82.6887,79:232.409,80:207.752,81:233.942,82:81.4088,83:263.462,84:152.039,85:192.354,86:233.744,87:224.63,88:126.053,89:305.439,90:177.593,91:157.223,92:167.79,93:261.942,94:86.2897,95:198.675,96:165.452,97:265.018,98:290.516,99:273.519
58>0:222.232,1:66.3516,2:160.843,3:96.2495,4:82.5788,5:178.882,6:152.758,7:137.365,8:151.594,9:124.029,10:200.791,11:140.385,12:141.855,13:203.584,14:168.867,15:165.063,16:85.4046,17:146.968,18:195.098,19:164.969,20:145.866,21:165.31,22:127.05,23:193.458,24:134.192,25:177.585,26:156.522,27:143.314,28:141.992,29:179.979,30:165.426,31:180.193,32:189.054,33:141.032,34:132.181,35:142.546,36:200.644,37:146.776,38:165.379,39:147.127,40:188.044,41:154.244,42:150.049,43:140.532,44:158.243,45:193.731,46:93.8928,47:156.028,48:185.166,49:201.197,50:146.734,51:143.916,52:198.229,53:137.642,54:149.974,55:152.088,56:147.546,57:97.2282,58:0,59:158.917,60:153.756,61:183.242,62:198.214,63:155.801,64:159.531,65:77.2312,66:140.821,67:208.483,68:199.173,69:199.443,70:199.191,71:126.731,72:163.59,73:148.015,74:146.38,75:160.009,76:153.34,77:187.777,78:87.0648,79:129.574,80:166.436,81:162.902,82:94.6288,83:136.762,84:85.1459,85:147.912,86:153.571,87:204.315,88:129.583,89:251.407,90:144.171,91:73.2376,92:148.397,93:144.399,94:153.227,95:183.261,96:158.007,97:155.254,98:193.956,99:175.713
59>0:107.587,1:177.825,2:213.261,3:93.7645,4:117.992,5:250.34,6:69.9888,7:108.944,8:238.695,9:229.729,10:311.889,11:95.0958,12:90.4888,13:291.941,14:92.2638,15:89.8323,16:85.2035,17:87.0766,18:284.468,19:143.104,20:91.5528,21:218.418,22:148.208,23:283.259,24:84.164,25:229.743,26:97.2429,27:214.853,28:199.306,29:255.59,30:119.575,31:239.334,32:222.231,33:82.5431,34:89.8295,35:98.263,36:239.752,37:86.1482,38:112.991,39:92.1579,40:271.422,41:95.4555,42:120.402,43:82.6851,44:226.097,45:314.223,46:90.8545,47:67.9377,48:212.63,49:249.44,50:151.97,51:94.2199,52:254.018,53:89.6551,54:209.742,55:93.5604,56:77.1336,57:85.7946,58:179.493,59:0,60:46.7671,61:264.668,62:234.073,63:90.1659,64:219.454,65:182.016,66:96.3765,67:88.5234,68:244.601,69:253.402,70:196.519,71:230.982,72:199.177,73:89.6934,74:203.292,75:92.0985,76:96.422,77:235.467,78:82.7906,79:230.943,80:144.367,81:208.22,82:89.4589,83:194.386,84:100.871,85:94.4247,86:224.26,87:93.0877,88:151.428,89:138.18,90:93.3209,91:185.925,92:101.69,93:280.555,94:96.2795,95:281.842,96:93.7842,97:232.091,98:277.695,99:216.106
60>0:99.6886,1:182.466,2:247.714,3:94.7607,4:128.294,5:245.651,6:65.6983,7:114.012,8:234.403,9:238.336,10:300.014,11:86.9477,12:90.71,13:306.25,14:86.0631,15:96.7306,16:87.0728,17:95.3604,18:284.501,19:147.544,20:95.6364,21:216.057,22:155.629,23:286.046,24:84.9392,25:227.209,26:91.9021,27:210.166,28:205.656,29:254.487,30:121.104,31:225.339,32:216.892,33:89.1532,34:87.3355,35:112.927,36:246.275,37:86.5765,38:119.878,39:89.3859,40:274.831,41:98.8228,42:123.559,43:93.2511,44:226.725,45:312.736,46:88.4733,47:63.2107,48:222.299,49:251.925,50:147.954,51:94.9149,52:256.607,53:90.3194,54:206.333,55:87.2904,56:86.5163,57:100.64,58:182.409,59:47.8808,60:0,61:276.886,62:235.874,63:93.9728,64:224.516,65:181.541,66:97.9638,67:99.7666,68:249.307,69:250.249,70:196.985,71:233.7,72:193.828,73:98.9929,74:211.086,75:99.201,76:89.3764,77:245.223,78:89.9303,79:235.12,80:138.276,81:208.037,82:90.9177,83:203.821,84:96.3593,85:97.3418,86:240.441,87:94.4153,88:152.87,89:134.638,90:95.0979,91:179.381,92:98.3718,93:280.495,94:89.9163,95:272.4,96:95.2905,97:241.596,98:276.875,99:217.392
61>0:97.0134,1:241.518,2:266.464,3:212.549,4:260.869,5:147.835,6:169.924,7:167.447,8:309.293,9:147.485,10:165.189,11:166.507,12:175.27,13:170.871,14:240.185,15:206.891,16:215.811,17:166.291,18:149.307,19:297.788,20:164.685,21:92.7638,22:227.691,23:151.131,24:167.754,25:204.606,26:169.531,27:242.412,28:249.451,29:156.82,30:262.875,31:207.628,32:90.656,33:170.991,34:168.919,35:163.423,36:168.448,37:166.262,38:266.841,39:162.111,40:143.682,41:170.808,42:253.519,43:167.454,44:179.495,45:158.6,46:253.652,47:166.842,48:273.793,49:165.29,50:168.777,51:164.255,52:157.368,53:170.533,54:171.458,55:174.127,56:167.877,57:207.978,58:238.982,59:165.797,60:172.433,61:0,62:167.032,63:226.875,64:93.4104,65:248.633,66:172.273,67:162.381,68:156.461,69:169.139,70:146.705,71:139.149,72:264.366,73:174.807,74:242.637,75:257.237,76:162.571,77:263.634,78:244.673,79:174.822,80:248.944,81:244.177,82:175.968,83:243.14,84:254.744,85:163.603,86:202.085,87:164.382,88:205.324,89:76.4197,90:159.035,91:247.539,92:163.92,93:194.441,94:170.361,95:71.1518,96:236.516,97:309.008,98:120.878,99:182.663
62>0:174.553,1:208.83,2:169.853,3:205.479,4:213.086,5:210.497,6:235.936,7:195.593,8:160.151,9:206.147,10:82.9946,11:230.34,12:200.386,13:80.261,14:173.407,15:170.605,16:216.871,17:233.142,18:86.4463,19:180.499,20:261.102,21:175.354,22:144.826,23:86.9772,24:252.113,25:78.2888,26:225.236,27:202.139,28:207.874,29:89.1246,30:214.439,31:84.5105,32:134.354,33:255.002,34:244.521,35:170.127,36:96.3598,37:223.287,38:229.229,39:292.756,40:206.92,41:188.624,42:208.453,43:264.596,44:79.8742,45:76.6593,46:211.007,47:173.773,48:95.662,49:78.7958,50:207.47,51:265.602,52:85.5019,53:225.551,54:86.8766,55:199.796,56:249.201,57:203.211,58:166.291,59:237.658,60:239.465,61:205.806,62:0,63:209.365,64:175.557,65:204.816,66:266.079,67:186.54,68:147.88,69:83.542,70:141.59,71:199.524,72:164.398,73:205.398,74:207.111,75:178.742,76:179.654,77:102.647,78:210.153,79:151.098,80:219.064,81:209.331,82:210.189,83:140.291,84:218.489,85:301.587,86:210.752,87:282.374,88:137.837,89:182.366,90:212.784,91:199.038,92:243.911,93:154.459,94:210.221,95:169.797,96:208.906,97:166.927,98:118.764,99:82.585
